"TIME","GEO","UNIT","AGE","Value","Flag and Footnotes"
"2009","Luxembourg","Number","From 25 to 49 years","12",""
"2009","Luxembourg","Number","From 50 to 64 years","11",""
"2009","Luxembourg","Number","65 years or over","9",""
"2009","Hungary","Number","Less than 15 years","22",""
"2009","Hungary","Number","From 15 to 17 years","16",""
"2009","Hungary","Number","From 18 to 24 years","81",""
"2009","Hungary","Number","From 25 to 49 years","353",""
"2009","Hungary","Number","From 50 to 64 years","184",""
"2009","Hungary","Number","65 years or over","166",""
"2009","Malta","Number","Less than 15 years","1",""
"2009","Malta","Number","From 15 to 17 years","0",""
"2009","Malta","Number","From 18 to 24 years","2",""
"2009","Malta","Number","From 25 to 49 years","5",""
"2009","Malta","Number","From 50 to 64 years","2",""
"2009","Malta","Number","65 years or over","5",""
"2009","Netherlands","Number","Less than 15 years","23",""
"2009","Netherlands","Number","From 15 to 17 years","26",""
"2009","Netherlands","Number","From 18 to 24 years","126",""
"2009","Netherlands","Number","From 25 to 49 years","191",""
"2009","Netherlands","Number","From 50 to 64 years","91",""
"2009","Netherlands","Number","65 years or over","187",""
"2009","Austria","Number","Less than 15 years","15",""
"2009","Austria","Number","From 15 to 17 years","29",""
"2009","Austria","Number","From 18 to 24 years","99",""
"2009","Austria","Number","From 25 to 49 years","229",""
"2009","Austria","Number","From 50 to 64 years","102",""
"2009","Austria","Number","65 years or over","159",""
"2009","Poland","Number","Less than 15 years","128",""
"2009","Poland","Number","From 15 to 17 years","120",""
"2009","Poland","Number","From 18 to 24 years","833",""
"2009","Poland","Number","From 25 to 49 years","1,668",""
"2009","Poland","Number","From 50 to 64 years","970",""
"2009","Poland","Number","65 years or over","810",""
"2009","Portugal","Number","Less than 15 years","21",""
"2009","Portugal","Number","From 15 to 17 years","18",""
"2009","Portugal","Number","From 18 to 24 years","105",""
"2009","Portugal","Number","From 25 to 49 years","329",""
"2009","Portugal","Number","From 50 to 64 years","147",""
"2009","Portugal","Number","65 years or over","201",""
"2009","Romania","Number","Less than 15 years","125",""
"2009","Romania","Number","From 15 to 17 years","58",""
"2009","Romania","Number","From 18 to 24 years","416",""
"2009","Romania","Number","From 25 to 49 years","1,000",""
"2009","Romania","Number","From 50 to 64 years","597",""
"2009","Romania","Number","65 years or over","593",""
"2009","Slovenia","Number","Less than 15 years","2",""
"2009","Slovenia","Number","From 15 to 17 years","4",""
"2009","Slovenia","Number","From 18 to 24 years","30",""
"2009","Slovenia","Number","From 25 to 49 years","61",""
"2009","Slovenia","Number","From 50 to 64 years","35",""
"2009","Slovenia","Number","65 years or over","39",""
"2009","Slovakia","Number","Less than 15 years","9",""
"2009","Slovakia","Number","From 15 to 17 years","5",""
"2009","Slovakia","Number","From 18 to 24 years","53",""
"2009","Slovakia","Number","From 25 to 49 years","122",""
"2009","Slovakia","Number","From 50 to 64 years","80",""
"2009","Slovakia","Number","65 years or over","51",""
"2009","Finland","Number","Less than 15 years","6",""
"2009","Finland","Number","From 15 to 17 years","23",""
"2009","Finland","Number","From 18 to 24 years","51",""
"2009","Finland","Number","From 25 to 49 years","84",""
"2009","Finland","Number","From 50 to 64 years","46",""
"2009","Finland","Number","65 years or over","69",""
"2009","Sweden","Number","Less than 15 years","9",""
"2009","Sweden","Number","From 15 to 17 years","25",""
"2009","Sweden","Number","From 18 to 24 years","60",""
"2009","Sweden","Number","From 25 to 49 years","100",""
"2009","Sweden","Number","From 50 to 64 years","72",""
"2009","Sweden","Number","65 years or over","92",""
"2009","United Kingdom","Number","Less than 15 years","69",""
"2009","United Kingdom","Number","From 15 to 17 years","126",""
"2009","United Kingdom","Number","From 18 to 24 years","467",""
"2009","United Kingdom","Number","From 25 to 49 years","913",""
"2009","United Kingdom","Number","From 50 to 64 years","330",""
"2009","United Kingdom","Number","65 years or over","432",""
"2009","Iceland","Number","Less than 15 years","0",""
"2009","Iceland","Number","From 15 to 17 years","1",""
"2009","Iceland","Number","From 18 to 24 years","1",""
"2009","Iceland","Number","From 25 to 49 years","8",""
"2009","Iceland","Number","From 50 to 64 years","4",""
"2009","Iceland","Number","65 years or over","3",""
"2009","Liechtenstein","Number","Less than 15 years",":",""
"2009","Liechtenstein","Number","From 15 to 17 years",":",""
"2009","Liechtenstein","Number","From 18 to 24 years",":",""
"2009","Liechtenstein","Number","From 25 to 49 years",":",""
"2009","Liechtenstein","Number","From 50 to 64 years",":",""
"2009","Liechtenstein","Number","65 years or over",":",""
"2009","Norway","Number","Less than 15 years","8",""
"2009","Norway","Number","From 15 to 17 years","17",""
"2009","Norway","Number","From 18 to 24 years","46",""
"2009","Norway","Number","From 25 to 49 years","71",""
"2009","Norway","Number","From 50 to 64 years","33",""
"2009","Norway","Number","65 years or over","37",""
"2009","Switzerland","Number","Less than 15 years","21",""
"2009","Switzerland","Number","From 15 to 17 years","5",""
"2009","Switzerland","Number","From 18 to 24 years","68",""
"2009","Switzerland","Number","From 25 to 49 years","97",""
"2009","Switzerland","Number","From 50 to 64 years","68",""
"2009","Switzerland","Number","65 years or over","90",""
"2010","Belgium","Number","Less than 15 years","23",""
"2010","Belgium","Number","From 15 to 17 years","21",""
"2010","Belgium","Number","From 18 to 24 years","171",""
"2010","Belgium","Number","From 25 to 49 years","343",""
"2010","Belgium","Number","From 50 to 64 years","124",""
"2010","Belgium","Number","65 years or over","153",""
"2010","Bulgaria","Number","Less than 15 years","19",""
"2010","Bulgaria","Number","From 15 to 17 years","20",""
"2010","Bulgaria","Number","From 18 to 24 years","116",""
"2010","Bulgaria","Number","From 25 to 49 years","322",""
"2010","Bulgaria","Number","From 50 to 64 years","147",""
"2010","Bulgaria","Number","65 years or over","147",""
"2010","Czechia","Number","Less than 15 years","17",""
"2010","Czechia","Number","From 15 to 17 years","17",""
"2010","Czechia","Number","From 18 to 24 years","125",""
"2010","Czechia","Number","From 25 to 49 years","329",""
"2010","Czechia","Number","From 50 to 64 years","142",""
"2010","Czechia","Number","65 years or over","172",""
"2010","Denmark","Number","Less than 15 years","9",""
"2010","Denmark","Number","From 15 to 17 years","8",""
"2010","Denmark","Number","From 18 to 24 years","42",""
"2010","Denmark","Number","From 25 to 49 years","81",""
"2010","Denmark","Number","From 50 to 64 years","48",""
"2010","Denmark","Number","65 years or over","67",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","104",""
"2010","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","101",""
"2010","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","690",""
"2010","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,218",""
"2010","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","624",""
"2010","Germany (until 1990 former territory of the FRG)","Number","65 years or over","910",""
"2010","Estonia","Number","Less than 15 years","1",""
"2010","Estonia","Number","From 15 to 17 years","2",""
"2010","Estonia","Number","From 18 to 24 years","10",""
"2010","Estonia","Number","From 25 to 49 years","24",""
"2010","Estonia","Number","From 50 to 64 years","25",""
"2010","Estonia","Number","65 years or over","17",""
"2010","Ireland","Number","Less than 15 years","6",""
"2010","Ireland","Number","From 15 to 17 years","7",""
"2010","Ireland","Number","From 18 to 24 years","56",""
"2010","Ireland","Number","From 25 to 49 years","83",""
"2010","Ireland","Number","From 50 to 64 years","26",""
"2010","Ireland","Number","65 years or over","30",""
"2010","Greece","Number","Less than 15 years","30",""
"2010","Greece","Number","From 15 to 17 years","39",""
"2010","Greece","Number","From 18 to 24 years","186",""
"2010","Greece","Number","From 25 to 49 years","521",""
"2010","Greece","Number","From 50 to 64 years","190",""
"2010","Greece","Number","65 years or over","268",""
"2010","Spain","Number","Less than 15 years","76",""
"2010","Spain","Number","From 15 to 17 years","45",""
"2010","Spain","Number","From 18 to 24 years","306",""
"2010","Spain","Number","From 25 to 49 years","1,079",""
"2010","Spain","Number","From 50 to 64 years","399",""
"2010","Spain","Number","65 years or over","523",""
"2010","France","Number","Less than 15 years","130",""
"2010","France","Number","From 15 to 17 years","161",""
"2010","France","Number","From 18 to 24 years","831",""
"2010","France","Number","From 25 to 49 years","1,513",""
"2010","France","Number","From 50 to 64 years","592",""
"2010","France","Number","65 years or over","765",""
"2010","Croatia","Number","Less than 15 years","12",""
"2010","Croatia","Number","From 15 to 17 years","9",""
"2010","Croatia","Number","From 18 to 24 years","58",""
"2010","Croatia","Number","From 25 to 49 years","170",""
"2010","Croatia","Number","From 50 to 64 years","80",""
"2010","Croatia","Number","65 years or over","97",""
"2010","Italy","Number","Less than 15 years","70",""
"2010","Italy","Number","From 15 to 17 years","121",""
"2010","Italy","Number","From 18 to 24 years","547",""
"2010","Italy","Number","From 25 to 49 years","1,573",""
"2010","Italy","Number","From 50 to 64 years","645",""
"2010","Italy","Number","65 years or over","1,064",""
"2010","Cyprus","Number","Less than 15 years","1",""
"2010","Cyprus","Number","From 15 to 17 years","2",""
"2010","Cyprus","Number","From 18 to 24 years","12",""
"2010","Cyprus","Number","From 25 to 49 years","27",""
"2010","Cyprus","Number","From 50 to 64 years","7",""
"2010","Cyprus","Number","65 years or over","11",""
"2010","Latvia","Number","Less than 15 years","9",""
"2010","Latvia","Number","From 15 to 17 years","2",""
"2010","Latvia","Number","From 18 to 24 years","35",""
"2010","Latvia","Number","From 25 to 49 years","75",""
"2010","Latvia","Number","From 50 to 64 years","53",""
"2010","Latvia","Number","65 years or over","36",""
"2010","Lithuania","Number","Less than 15 years",":",""
"2010","Lithuania","Number","From 15 to 17 years",":",""
"2010","Lithuania","Number","From 18 to 24 years",":",""
"2010","Lithuania","Number","From 25 to 49 years",":",""
"2010","Lithuania","Number","From 50 to 64 years",":",""
"2010","Lithuania","Number","65 years or over",":",""
"2010","Luxembourg","Number","Less than 15 years","0",""
"2010","Luxembourg","Number","From 15 to 17 years","0",""
"2010","Luxembourg","Number","From 18 to 24 years","10",""
"2010","Luxembourg","Number","From 25 to 49 years","13",""
"2010","Luxembourg","Number","From 50 to 64 years","6",""
"2010","Luxembourg","Number","65 years or over","3",""
"2010","Hungary","Number","Less than 15 years","20",""
"2010","Hungary","Number","From 15 to 17 years","10",""
"2010","Hungary","Number","From 18 to 24 years","73",""
"2010","Hungary","Number","From 25 to 49 years","304",""
"2010","Hungary","Number","From 50 to 64 years","184",""
"2010","Hungary","Number","65 years or over","137",""
"2010","Malta","Number","Less than 15 years","1",""
"2010","Malta","Number","From 15 to 17 years","0",""
"2010","Malta","Number","From 18 to 24 years","4",""
"2010","Malta","Number","From 25 to 49 years","7",""
"2010","Malta","Number","From 50 to 64 years","1",""
"2010","Malta","Number","65 years or over","0",""
"2010","Netherlands","Number","Less than 15 years","16",""
"2010","Netherlands","Number","From 15 to 17 years","20",""
"2010","Netherlands","Number","From 18 to 24 years","90",""
"2010","Netherlands","Number","From 25 to 49 years","171",""
"2010","Netherlands","Number","From 50 to 64 years","86",""
"2010","Netherlands","Number","65 years or over","154",""
"2010","Austria","Number","Less than 15 years","10",""
"2010","Austria","Number","From 15 to 17 years","27",""
"2010","Austria","Number","From 18 to 24 years","102",""
"2010","Austria","Number","From 25 to 49 years","178",""
"2010","Austria","Number","From 50 to 64 years","95",""
"2010","Austria","Number","65 years or over","140",""
"2010","Poland","Number","Less than 15 years","112",""
"2010","Poland","Number","From 15 to 17 years","122",""
"2010","Poland","Number","From 18 to 24 years","677",""
"2010","Poland","Number","From 25 to 49 years","1,419",""
"2010","Poland","Number","From 50 to 64 years","871",""
"2010","Poland","Number","65 years or over","674",""
"2010","Portugal","Number","Less than 15 years","18",""
"2010","Portugal","Number","From 15 to 17 years","7",""
"2010","Portugal","Number","From 18 to 24 years","88",""
"2010","Portugal","Number","From 25 to 49 years","378",""
"2010","Portugal","Number","From 50 to 64 years","168",""
"2010","Portugal","Number","65 years or over","277",""
"2010","Romania","Number","Less than 15 years","95",""
"2010","Romania","Number","From 15 to 17 years","50",""
"2010","Romania","Number","From 18 to 24 years","307",""
"2010","Romania","Number","From 25 to 49 years","849",""
"2010","Romania","Number","From 50 to 64 years","577",""
"2010","Romania","Number","65 years or over","494",""
"2010","Slovenia","Number","Less than 15 years","2",""
"2010","Slovenia","Number","From 15 to 17 years","4",""
"2010","Slovenia","Number","From 18 to 24 years","19",""
"2010","Slovenia","Number","From 25 to 49 years","54",""
"2010","Slovenia","Number","From 50 to 64 years","29",""
"2010","Slovenia","Number","65 years or over","30",""
"2010","Slovakia","Number","Less than 15 years","11",""
"2010","Slovakia","Number","From 15 to 17 years","7",""
"2010","Slovakia","Number","From 18 to 24 years","59",""
"2010","Slovakia","Number","From 25 to 49 years","126",""
"2010","Slovakia","Number","From 50 to 64 years","67",""
"2010","Slovakia","Number","65 years or over","48",""
"2010","Finland","Number","Less than 15 years","7",""
"2010","Finland","Number","From 15 to 17 years","13",""
"2010","Finland","Number","From 18 to 24 years","48",""
"2010","Finland","Number","From 25 to 49 years","93",""
"2010","Finland","Number","From 50 to 64 years","47",""
"2010","Finland","Number","65 years or over","64",""
"2010","Sweden","Number","Less than 15 years","9",""
"2010","Sweden","Number","From 15 to 17 years","5",""
"2010","Sweden","Number","From 18 to 24 years","47",""
"2010","Sweden","Number","From 25 to 49 years","82",""
"2010","Sweden","Number","From 50 to 64 years","52",""
"2010","Sweden","Number","65 years or over","71",""
"2010","United Kingdom","Number","Less than 15 years","42",""
"2010","United Kingdom","Number","From 15 to 17 years","93",""
"2010","United Kingdom","Number","From 18 to 24 years","362",""
"2010","United Kingdom","Number","From 25 to 49 years","701",""
"2010","United Kingdom","Number","From 50 to 64 years","330",""
"2010","United Kingdom","Number","65 years or over","377",""
"2010","Iceland","Number","Less than 15 years","0",""
"2010","Iceland","Number","From 15 to 17 years","0",""
"2010","Iceland","Number","From 18 to 24 years","3",""
"2010","Iceland","Number","From 25 to 49 years","1",""
"2010","Iceland","Number","From 50 to 64 years","2",""
"2010","Iceland","Number","65 years or over","2",""
"2010","Liechtenstein","Number","Less than 15 years",":",""
"2010","Liechtenstein","Number","From 15 to 17 years",":",""
"2010","Liechtenstein","Number","From 18 to 24 years",":",""
"2010","Liechtenstein","Number","From 25 to 49 years",":",""
"2010","Liechtenstein","Number","From 50 to 64 years",":",""
"2010","Liechtenstein","Number","65 years or over",":",""
"2010","Norway","Number","Less than 15 years","3",""
"2010","Norway","Number","From 15 to 17 years","7",""
"2010","Norway","Number","From 18 to 24 years","42",""
"2010","Norway","Number","From 25 to 49 years","75",""
"2010","Norway","Number","From 50 to 64 years","39",""
"2010","Norway","Number","65 years or over","42",""
"2010","Switzerland","Number","Less than 15 years","8",""
"2010","Switzerland","Number","From 15 to 17 years","12",""
"2010","Switzerland","Number","From 18 to 24 years","36",""
"2010","Switzerland","Number","From 25 to 49 years","105",""
"2010","Switzerland","Number","From 50 to 64 years","65",""
"2010","Switzerland","Number","65 years or over","101",""
"2011","Belgium","Number","Less than 15 years","35",""
"2011","Belgium","Number","From 15 to 17 years","14",""
"2011","Belgium","Number","From 18 to 24 years","143",""
"2011","Belgium","Number","From 25 to 49 years","353",""
"2011","Belgium","Number","From 50 to 64 years","127",""
"2011","Belgium","Number","65 years or over","183",""
"2011","Bulgaria","Number","Less than 15 years","9",""
"2011","Bulgaria","Number","From 15 to 17 years","20",""
"2011","Bulgaria","Number","From 18 to 24 years","102",""
"2011","Bulgaria","Number","From 25 to 49 years","263",""
"2011","Bulgaria","Number","From 50 to 64 years","135",""
"2011","Bulgaria","Number","65 years or over","120",""
"2011","Czechia","Number","Less than 15 years","12",""
"2011","Czechia","Number","From 15 to 17 years","16",""
"2011","Czechia","Number","From 18 to 24 years","129",""
"2011","Czechia","Number","From 25 to 49 years","309",""
"2011","Czechia","Number","From 50 to 64 years","160",""
"2011","Czechia","Number","65 years or over","141",""
"2011","Denmark","Number","Less than 15 years","9",""
"2011","Denmark","Number","From 15 to 17 years","8",""
"2011","Denmark","Number","From 18 to 24 years","35",""
"2011","Denmark","Number","From 25 to 49 years","63",""
"2011","Denmark","Number","From 50 to 64 years","42",""
"2011","Denmark","Number","65 years or over","63",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","86",""
"2011","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","116",""
"2011","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","737",""
"2011","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,302",""
"2011","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","723",""
"2011","Germany (until 1990 former territory of the FRG)","Number","65 years or over","1,044",""
"2011","Estonia","Number","Less than 15 years","4",""
"2011","Estonia","Number","From 15 to 17 years","0",""
"2011","Estonia","Number","From 18 to 24 years","15",""
"2011","Estonia","Number","From 25 to 49 years","40",""
"2011","Estonia","Number","From 50 to 64 years","23",""
"2011","Estonia","Number","65 years or over","19",""
"2011","Ireland","Number","Less than 15 years","7",""
"2011","Ireland","Number","From 15 to 17 years","10",""
"2011","Ireland","Number","From 18 to 24 years","39",""
"2011","Ireland","Number","From 25 to 49 years","76",""
"2011","Ireland","Number","From 50 to 64 years","17",""
"2011","Ireland","Number","65 years or over","37",""
"2011","Greece","Number","Less than 15 years","22",""
"2011","Greece","Number","From 15 to 17 years","28",""
"2011","Greece","Number","From 18 to 24 years","163",""
"2011","Greece","Number","From 25 to 49 years","458",""
"2011","Greece","Number","From 50 to 64 years","185",""
"2011","Greece","Number","65 years or over","260",""
"2011","Spain","Number","Less than 15 years","42",""
"2011","Spain","Number","From 15 to 17 years","28",""
"2011","Spain","Number","From 18 to 24 years","230",""
"2011","Spain","Number","From 25 to 49 years","876",""
"2011","Spain","Number","From 50 to 64 years","365",""
"2011","Spain","Number","65 years or over","483",""
"2011","France","Number","Less than 15 years","128",""
"2011","France","Number","From 15 to 17 years","144",""
"2011","France","Number","From 18 to 24 years","813",""
"2011","France","Number","From 25 to 49 years","1,517",""
"2011","France","Number","From 50 to 64 years","602",""
"2011","France","Number","65 years or over","759",""
"2011","Croatia","Number","Less than 15 years","14",""
"2011","Croatia","Number","From 15 to 17 years","14",""
"2011","Croatia","Number","From 18 to 24 years","81",""
"2011","Croatia","Number","From 25 to 49 years","174",""
"2011","Croatia","Number","From 50 to 64 years","61",""
"2011","Croatia","Number","65 years or over","74",""
"2011","Italy","Number","Less than 15 years","61",""
"2011","Italy","Number","From 15 to 17 years","105",""
"2011","Italy","Number","From 18 to 24 years","496",""
"2011","Italy","Number","From 25 to 49 years","1,417",""
"2011","Italy","Number","From 50 to 64 years","667",""
"2011","Italy","Number","65 years or over","1,038",""
"2011","Cyprus","Number","Less than 15 years","1",""
"2011","Cyprus","Number","From 15 to 17 years","1",""
"2011","Cyprus","Number","From 18 to 24 years","14",""
"2011","Cyprus","Number","From 25 to 49 years","36",""
"2011","Cyprus","Number","From 50 to 64 years","7",""
"2011","Cyprus","Number","65 years or over","12",""
"2011","Latvia","Number","Less than 15 years","5",""
"2011","Latvia","Number","From 15 to 17 years","4",""
"2011","Latvia","Number","From 18 to 24 years","20",""
"2011","Latvia","Number","From 25 to 49 years","70",""
"2011","Latvia","Number","From 50 to 64 years","32",""
"2011","Latvia","Number","65 years or over","43",""
"2011","Lithuania","Number","Less than 15 years",":",""
"2011","Lithuania","Number","From 15 to 17 years",":",""
"2011","Lithuania","Number","From 18 to 24 years",":",""
"2011","Lithuania","Number","From 25 to 49 years",":",""
"2011","Lithuania","Number","From 50 to 64 years",":",""
"2011","Lithuania","Number","65 years or over",":",""
"2011","Luxembourg","Number","Less than 15 years","1",""
"2011","Luxembourg","Number","From 15 to 17 years","2",""
"2011","Luxembourg","Number","From 18 to 24 years","8",""
"2011","Luxembourg","Number","From 25 to 49 years","12",""
"2011","Luxembourg","Number","From 50 to 64 years","7",""
"2011","Luxembourg","Number","65 years or over","3",""
"2011","Hungary","Number","Less than 15 years","12",""
"2011","Hungary","Number","From 15 to 17 years","8",""
"2011","Hungary","Number","From 18 to 24 years","73",""
"2011","Hungary","Number","From 25 to 49 years","227",""
"2011","Hungary","Number","From 50 to 64 years","172",""
"2011","Hungary","Number","65 years or over","146",""
"2011","Malta","Number","Less than 15 years",":",""
"2011","Malta","Number","From 15 to 17 years",":",""
"2011","Malta","Number","From 18 to 24 years",":",""
"2011","Malta","Number","From 25 to 49 years",":",""
"2011","Malta","Number","From 50 to 64 years",":",""
"2011","Malta","Number","65 years or over",":",""
"2011","Netherlands","Number","Less than 15 years","18",""
"2011","Netherlands","Number","From 15 to 17 years","19",""
"2011","Netherlands","Number","From 18 to 24 years","86",""
"2011","Netherlands","Number","From 25 to 49 years","152",""
"2011","Netherlands","Number","From 50 to 64 years","83",""
"2011","Netherlands","Number","65 years or over","188",""
"2011","Austria","Number","Less than 15 years","13",""
"2011","Austria","Number","From 15 to 17 years","24",""
"2011","Austria","Number","From 18 to 24 years","76",""
"2011","Austria","Number","From 25 to 49 years","164",""
"2011","Austria","Number","From 50 to 64 years","96",""
"2011","Austria","Number","65 years or over","150",""
"2011","Poland","Number","Less than 15 years","102",""
"2011","Poland","Number","From 15 to 17 years","106",""
"2011","Poland","Number","From 18 to 24 years","718",""
"2011","Poland","Number","From 25 to 49 years","1,580",""
"2011","Poland","Number","From 50 to 64 years","950",""
"2011","Poland","Number","65 years or over","703",""
"2011","Portugal","Number","Less than 15 years","19",""
"2011","Portugal","Number","From 15 to 17 years","11",""
"2011","Portugal","Number","From 18 to 24 years","105",""
"2011","Portugal","Number","From 25 to 49 years","303",""
"2011","Portugal","Number","From 50 to 64 years","189",""
"2011","Portugal","Number","65 years or over","264",""
"2011","Romania","Number","Less than 15 years","83",""
"2011","Romania","Number","From 15 to 17 years","36",""
"2011","Romania","Number","From 18 to 24 years","251",""
"2011","Romania","Number","From 25 to 49 years","723",""
"2011","Romania","Number","From 50 to 64 years","468",""
"2011","Romania","Number","65 years or over","453",""
"2011","Slovenia","Number","Less than 15 years","6",""
"2011","Slovenia","Number","From 15 to 17 years","4",""
"2011","Slovenia","Number","From 18 to 24 years","17",""
"2011","Slovenia","Number","From 25 to 49 years","62",""
"2011","Slovenia","Number","From 50 to 64 years","29",""
"2011","Slovenia","Number","65 years or over","23",""
"2011","Slovakia","Number","Less than 15 years",":",""
"2011","Slovakia","Number","From 15 to 17 years",":",""
"2011","Slovakia","Number","From 18 to 24 years",":",""
"2011","Slovakia","Number","From 25 to 49 years",":",""
"2011","Slovakia","Number","From 50 to 64 years",":",""
"2011","Slovakia","Number","65 years or over",":",""
"2011","Finland","Number","Less than 15 years","8",""
"2011","Finland","Number","From 15 to 17 years","14",""
"2011","Finland","Number","From 18 to 24 years","51",""
"2011","Finland","Number","From 25 to 49 years","92",""
"2011","Finland","Number","From 50 to 64 years","45",""
"2011","Finland","Number","65 years or over","82",""
"2011","Sweden","Number","Less than 15 years","10",""
"2011","Sweden","Number","From 15 to 17 years","9",""
"2011","Sweden","Number","From 18 to 24 years","57",""
"2011","Sweden","Number","From 25 to 49 years","96",""
"2011","Sweden","Number","From 50 to 64 years","56",""
"2011","Sweden","Number","65 years or over","91",""
"2011","United Kingdom","Number","Less than 15 years","52",""
"2011","United Kingdom","Number","From 15 to 17 years","77",""
"2011","United Kingdom","Number","From 18 to 24 years","341",""
"2011","United Kingdom","Number","From 25 to 49 years","746",""
"2011","United Kingdom","Number","From 50 to 64 years","305",""
"2011","United Kingdom","Number","65 years or over","439",""
"2011","Iceland","Number","Less than 15 years","2",""
"2011","Iceland","Number","From 15 to 17 years","4",""
"2011","Iceland","Number","From 18 to 24 years","0",""
"2011","Iceland","Number","From 25 to 49 years","2",""
"2011","Iceland","Number","From 50 to 64 years","2",""
"2011","Iceland","Number","65 years or over","2",""
"2011","Liechtenstein","Number","Less than 15 years",":",""
"2011","Liechtenstein","Number","From 15 to 17 years",":",""
"2011","Liechtenstein","Number","From 18 to 24 years",":",""
"2011","Liechtenstein","Number","From 25 to 49 years",":",""
"2011","Liechtenstein","Number","From 50 to 64 years",":",""
"2011","Liechtenstein","Number","65 years or over",":",""
"2011","Norway","Number","Less than 15 years","7",""
"2011","Norway","Number","From 15 to 17 years","6",""
"2011","Norway","Number","From 18 to 24 years","27",""
"2011","Norway","Number","From 25 to 49 years","57",""
"2011","Norway","Number","From 50 to 64 years","34",""
"2011","Norway","Number","65 years or over","37",""
"2011","Switzerland","Number","Less than 15 years","10",""
"2011","Switzerland","Number","From 15 to 17 years","9",""
"2011","Switzerland","Number","From 18 to 24 years","41",""
"2011","Switzerland","Number","From 25 to 49 years","80",""
"2011","Switzerland","Number","From 50 to 64 years","62",""
"2011","Switzerland","Number","65 years or over","118",""
"2012","Belgium","Number","Less than 15 years","16",""
"2012","Belgium","Number","From 15 to 17 years","18",""
"2012","Belgium","Number","From 18 to 24 years","128",""
"2012","Belgium","Number","From 25 to 49 years","279",""
"2012","Belgium","Number","From 50 to 64 years","151",""
"2012","Belgium","Number","65 years or over","177",""
"2012","Bulgaria","Number","Less than 15 years","17",""
"2012","Bulgaria","Number","From 15 to 17 years","16",""
"2012","Bulgaria","Number","From 18 to 24 years","95",""
"2012","Bulgaria","Number","From 25 to 49 years","215",""
"2012","Bulgaria","Number","From 50 to 64 years","141",""
"2012","Bulgaria","Number","65 years or over","116",""
"2012","Czechia","Number","Less than 15 years","15",""
"2012","Czechia","Number","From 15 to 17 years","17",""
"2012","Czechia","Number","From 18 to 24 years","96",""
"2012","Czechia","Number","From 25 to 49 years","311",""
"2012","Czechia","Number","From 50 to 64 years","144",""
"2012","Czechia","Number","65 years or over","157",""
"2012","Denmark","Number","Less than 15 years","7",""
"2012","Denmark","Number","From 15 to 17 years","6",""
"2012","Denmark","Number","From 18 to 24 years","31",""
"2012","Denmark","Number","From 25 to 49 years","51",""
"2012","Denmark","Number","From 50 to 64 years","28",""
"2012","Denmark","Number","65 years or over","44",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","73",""
"2012","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","113",""
"2012","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","611",""
"2012","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,144",""
"2012","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","665",""
"2012","Germany (until 1990 former territory of the FRG)","Number","65 years or over","994",""
"2012","Estonia","Number","Less than 15 years","0",""
"2012","Estonia","Number","From 15 to 17 years","1",""
"2012","Estonia","Number","From 18 to 24 years","17",""
"2012","Estonia","Number","From 25 to 49 years","26",""
"2012","Estonia","Number","From 50 to 64 years","25",""
"2012","Estonia","Number","65 years or over","18",""
"2012","Ireland","Number","Less than 15 years","2",""
"2012","Ireland","Number","From 15 to 17 years","7",""
"2012","Ireland","Number","From 18 to 24 years","35",""
"2012","Ireland","Number","From 25 to 49 years","61",""
"2012","Ireland","Number","From 50 to 64 years","20",""
"2012","Ireland","Number","65 years or over","36",""
"2012","Greece","Number","Less than 15 years","21",""
"2012","Greece","Number","From 15 to 17 years","21",""
"2012","Greece","Number","From 18 to 24 years","143",""
"2012","Greece","Number","From 25 to 49 years","389",""
"2012","Greece","Number","From 50 to 64 years","147",""
"2012","Greece","Number","65 years or over","248",""
"2012","Spain","Number","Less than 15 years","52",""
"2012","Spain","Number","From 15 to 17 years","31",""
"2012","Spain","Number","From 18 to 24 years","173",""
"2012","Spain","Number","From 25 to 49 years","780",""
"2012","Spain","Number","From 50 to 64 years","335",""
"2012","Spain","Number","65 years or over","504",""
"2012","France","Number","Less than 15 years","115",""
"2012","France","Number","From 15 to 17 years","131",""
"2012","France","Number","From 18 to 24 years","753",""
"2012","France","Number","From 25 to 49 years","1,345",""
"2012","France","Number","From 50 to 64 years","564",""
"2012","France","Number","65 years or over","745",""
"2012","Croatia","Number","Less than 15 years","8",""
"2012","Croatia","Number","From 15 to 17 years","10",""
